gerencia;loc;localidade;unidade;ose;processo;tipo;descricao;equipe;responsavel;data;prazo;qtd_equipamentos
GRTB;EFU2;CARAMBE÷;EEE-02 LAGEADO;EF023168;EEE-02 LAGEADO;ESGOTO;INSPEÄ«O E REVIS«O ELETROMEC∂NICA EM UNIDADES OPERACIONAIS;SDMEF;;10/09/2020;09/10/2020;1
GRTB;EJU6;CASTRO;EEE-06 CASTROLANDA;EJ034256;PAINEL;ESGOTO;MANUTENÄ«O PREVENTIVA EM PAINêIS ELêTRICOS.;SDMEF;;11/09/2020;10/10/2020;1
GRTB;EJJ1;CASTRO;ETA-01;EJ034274;ETA-01;µGUA;INSPEÄ«O E REVIS«O ELETROMEC∂NICA EM UNIDADES OPERACIONAIS;SDMEF;;11/09/2020;22/09/2020;0
GRTB;EJD2;CASTRO;EEB-02 (CAP. S«O CRIST‡V«O);EJ034265;BOMBEAMENTO DE PROCESSO;µGUA;INSPEÄ«O E REVIS«O MEC∂NICA EM EQUIPAMENTOS;SDMEF;;11/09/2020;22/09/2020;1
GRTB;EJX1;CASTRO;ETE-01 (IAP‡);EJ034292;ROLAMENTO DA ROSCA / MANCAL-01-02;ESGOTO;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEF;;14/09/2020;25/09/2020;0
GRTB;EJD1;CASTRO;EEB-01(CAPTAÄ«O IAP‡);EJ034319;EEB-01(CAPTAÄ«O IAP‡);µGUA;INSPEÄ«O E REVIS«O ELETROMEC∂NICA EM UNIDADES OPERACIONAIS;SDMEF;;14/09/2020;25/09/2020;1
GRTB;EJX1;CASTRO;ETE-01 (IAP‡);EJ034300;COMPRESSOR;ESGOTO;SUBSTITUIR LUBRIFICANTE DE COMPRESSORES, SOPRADORES E LAVADORAS DE ALTA PRESS«O;SDMEF;;15/09/2020;14/10/2020;0
GRTB;EFA3;CARAMBE÷;CSB-03 (CSB-02);EF023177;CMB-01 ADUÄ«O ETA-02;µGUA;SUBSTITUIR ‡LEO DE EQUIPAMENTOS;SDMEF;;16/09/2020;15/10/2020;1
GRTB;EJU2;CASTRO;EEE-02 (ELEVAT‡RIA DO LAGO);EJ034328;EEE-02 (ELEVAT‡RIA DO LAGO);ESGOTO;INSPEÄ«O E REVIS«O ELETROMEC∂NICA EM UNIDADES OPERACIONAIS;SDMEF;;16/09/2020;27/09/2020;2
GRTB;VJU6;SENGêS;EEE-06 (LOTEAMENTO APOLO);VJ010711;EEE-06 (LOTEAMENTO APOLO);ESGOTO;INSPEÄ«O E REVIS«O ELETROMEC∂NICA EM UNIDADES OPERACIONAIS;SDMEF;;17/09/2020;16/10/2020;1
GRTB;OJA1;OURO VERDE (SENGêS);CSB-01 (CENTRO);OJ000965;PAINêIS;µGUA;MANUTENÄ«O PREVENTIVA EM PAINêIS ELêTRICOS.;SDMEF;;19/09/2020;18/10/2020;1
